timestamp;pond;ph;do;temp
13/01/26 05.15;Catfish;7;4.39;29.28
13/01/26 05.30;Catfish;7.11;4.31;29.2
13/01/26 05.45;Catfish;7.07;4.71;29.45
13/01/26 06.00;Catfish;6.97;4.32;29.47
13/01/26 06.15;Catfish;7.04;4.33;29.5
13/01/26 06.30;Catfish;6.98;4.72;29.48
13/01/26 06.45;Catfish;7.11;4.77;29.65
13/01/26 07.00;Catfish;7.09;4.41;29.65
13/01/26 07.15;Catfish;6.97;4.74;29.56
13/01/26 07.30;Catfish;7.21;4.73;29.67
13/01/26 07.45;Catfish;7.16;4.9;29.83
13/01/26 08.00;Catfish;7.03;5.17;29.67
13/01/26 08.15;Catfish;7.08;4.84;29.79
13/01/26 08.30;Catfish;7.1;4.77;29.73
13/01/26 08.45;Catfish;7.31;5.26;29.82
13/01/26 09.00;Catfish;7.16;4.89;29.56
13/01/26 09.15;Catfish;7.08;4.87;29.9
13/01/26 09.30;Catfish;7;4.73;29.79
13/01/26 09.45;Catfish;7.09;4.65;29.87
13/01/26 10.00;Catfish;7.19;5.13;30
13/01/26 10.15;Catfish;7.1;5.01;29.61
13/01/26 10.30;Catfish;7.03;5.21;29.91
13/01/26 10.45;Catfish;7.12;5.09;29.8
13/01/26 11.00;Catfish;7.19;4.9;29.87
13/01/26 11.15;Catfish;7.14;4.93;29.83
13/01/26 11.30;Catfish;7;5.32;29.62
13/01/26 11.45;Catfish;7.1;5.04;29.64
13/01/26 12.00;Catfish;7.25;5.01;29.97
13/01/26 12.15;Catfish;7.17;5.2;29.65
13/01/26 12.30;Catfish;7.12;4.87;29.7
13/01/26 12.45;Catfish;7.03;4.92;29.64
13/01/26 13.00;Catfish;6.91;4.64;29.58
13/01/26 13.15;Catfish;7.15;5.14;29.89
13/01/26 13.30;Catfish;7.11;5.11;29.76
13/01/26 13.45;Catfish;7.02;5.33;29.62
13/01/26 14.00;Catfish;7.1;4.91;29.6
13/01/26 14.15;Catfish;7.03;5.05;29.64
13/01/26 14.30;Catfish;7.09;5.26;29.54
13/01/26 14.45;Catfish;7.14;5.25;29.6
13/01/26 15.00;Catfish;7.23;5.27;29.43
13/01/26 15.15;Catfish;7.21;5.2;29.55
13/01/26 15.30;Catfish;7.25;5.05;29.37
13/01/26 15.45;Catfish;7.1;5.11;29.32
13/01/26 16.00;Catfish;7.04;4.75;29.42
13/01/26 16.15;Catfish;7.11;4.89;29.52
13/01/26 16.30;Catfish;7.02;5.03;29.41
13/01/26 16.45;Catfish;7.08;5.27;29.1
13/01/26 17.00;Catfish;7.04;5.08;29.14
13/01/26 17.15;Catfish;7.18;4.62;29.11
13/01/26 17.30;Catfish;7.09;4.72;29.17
13/01/26 17.45;Catfish;7.13;5.13;29.08
13/01/26 18.00;Catfish;7.05;4.61;28.84
13/01/26 18.15;Catfish;7.13;4.54;29.13
13/01/26 18.30;Catfish;7.07;4.84;29
13/01/26 18.45;Catfish;7.16;4.52;29.01
13/01/26 19.00;Catfish;6.99;4.9;29.06
13/01/26 19.15;Catfish;7;4.65;29.03
13/01/26 19.30;Catfish;7.07;4.65;28.95
13/01/26 19.45;Catfish;6.99;4.73;28.75
13/01/26 20.00;Catfish;7.04;4.62;28.92
13/01/26 20.15;Catfish;7.1;4.57;28.72
13/01/26 20.30;Catfish;7.04;4.4;28.77
13/01/26 20.45;Catfish;7.27;4.62;28.58
13/01/26 21.00;Catfish;7.04;4.51;28.7
13/01/26 21.15;Catfish;7.07;4.59;28.68
13/01/26 21.30;Catfish;7;4.41;28.68
13/01/26 21.45;Catfish;6.87;4.34;28.79
13/01/26 22.00;Catfish;7.07;4.6;28.67
13/01/26 22.15;Catfish;6.96;4.31;28.57
13/01/26 22.30;Catfish;7.06;4.18;28.68
13/01/26 22.45;Catfish;7.07;4.33;28.8
13/01/26 23.00;Catfish;7.2;4.3;28.63
13/01/26 23.15;Catfish;7.05;4.37;28.79
13/01/26 23.30;Catfish;7.04;4.04;28.54
13/01/26 23.45;Catfish;6.91;4.04;28.54
14/01/26 00.00;Catfish;7;4.15;28.49
14/01/26 00.15;Catfish;7.19;3.89;28.68
14/01/26 00.30;Catfish;7.16;4.08;28.49
14/01/26 00.45;Catfish;7.02;4.17;28.75
14/01/26 01.00;Catfish;6.9;4;28.75
14/01/26 01.15;Catfish;6.99;3.86;28.49
14/01/26 01.30;Catfish;7.02;4.48;28.84
14/01/26 01.45;Catfish;7.04;4.3;28.69
14/01/26 02.00;Catfish;6.89;4.15;28.75
14/01/26 02.15;Catfish;6.91;4.2;28.73
14/01/26 02.30;Catfish;7.07;4.48;28.75
14/01/26 02.45;Catfish;6.99;4.68;28.94
14/01/26 03.00;Catfish;7.07;4.48;28.8
14/01/26 03.15;Catfish;6.98;3.69;28.77
14/01/26 03.30;Catfish;7.13;4.03;29.01
14/01/26 03.45;Catfish;7.04;4.41;29.04
14/01/26 04.00;Catfish;7.07;4.5;29.25
14/01/26 04.15;Catfish;7.02;4.79;29.17
14/01/26 04.30;Catfish;7.13;4.36;28.98
14/01/26 04.45;Catfish;7.16;4.58;29.25
14/01/26 05.00;Catfish;6.96;4.11;29.28
14/01/26 05.15;Catfish;7.16;4.46;29.29
14/01/26 05.30;Catfish;7;4.61;29.4
14/01/26 05.45;Catfish;7.1;4.72;29.37
14/01/26 06.00;Catfish;7.1;4.39;29.27
14/01/26 06.15;Catfish;7.02;4.69;29.36
14/01/26 06.30;Catfish;7.04;4.46;29.48
14/01/26 06.45;Catfish;7.04;4.86;29.55
14/01/26 07.00;Catfish;6.97;4.61;29.57
14/01/26 07.15;Catfish;6.99;4.9;29.54
14/01/26 07.30;Catfish;7.04;4.73;29.63
14/01/26 07.45;Catfish;7.16;4.91;29.59
14/01/26 08.00;Catfish;7.13;5.26;29.69
14/01/26 08.15;Catfish;7;4.88;29.87
14/01/26 08.30;Catfish;7.13;4.84;29.84
14/01/26 08.45;Catfish;7.24;4.85;29.72
14/01/26 09.00;Catfish;7.1;4.79;29.95
14/01/26 09.15;Catfish;7;4.92;29.85
14/01/26 09.30;Catfish;7.05;4.8;29.74
14/01/26 09.45;Catfish;7.23;4.88;29.87
14/01/26 10.00;Catfish;7.14;5.22;29.79
14/01/26 10.15;Catfish;7.13;4.91;29.86
14/01/26 10.30;Catfish;7.16;4.8;29.84
14/01/26 10.45;Catfish;6.97;5.03;29.88
14/01/26 11.00;Catfish;7.04;5.05;29.84
14/01/26 11.15;Catfish;7.19;5.05;29.82
14/01/26 11.30;Catfish;7.09;5.36;29.77
14/01/26 11.45;Catfish;7.1;4.9;29.7
14/01/26 12.00;Catfish;7.07;5.12;29.89
14/01/26 12.15;Catfish;7.23;5.14;29.95
14/01/26 12.30;Catfish;7.14;5.36;29.72
14/01/26 12.45;Catfish;7.07;5.07;29.81
14/01/26 13.00;Catfish;7.22;4.27;29.75
14/01/26 13.15;Catfish;7.13;5.09;29.47
14/01/26 13.30;Catfish;7.11;5.11;29.63
14/01/26 13.45;Catfish;7.02;5.5;29.58
14/01/26 14.00;Catfish;7.27;5.06;29.67
14/01/26 14.15;Catfish;7.23;5.39;29.59
14/01/26 14.30;Catfish;7.14;5.12;29.55
14/01/26 14.45;Catfish;7.22;5.18;29.65
14/01/26 15.00;Catfish;7.27;5.12;29.52
14/01/26 15.15;Catfish;7.07;4.9;29.48
14/01/26 15.30;Catfish;7.17;5.29;29.56
14/01/26 15.45;Catfish;7.21;4.82;29.42
14/01/26 16.00;Catfish;7.05;5.13;29.4
14/01/26 16.15;Catfish;7.2;5.07;29.38
14/01/26 16.30;Catfish;7.13;4.96;29.28
14/01/26 16.45;Catfish;7.07;4.85;29.24
14/01/26 17.00;Catfish;7.04;4.9;29.39
14/01/26 17.15;Catfish;7.05;4.97;29.18
14/01/26 17.30;Catfish;7.12;4.3;29.15
14/01/26 17.45;Catfish;7.16;4.75;29.22
14/01/26 18.00;Catfish;7;4.83;29.2
14/01/26 18.15;Catfish;7.15;4.38;28.95
14/01/26 18.30;Catfish;7.02;4.66;28.87
14/01/26 18.45;Catfish;7.05;4.45;28.98
14/01/26 19.00;Catfish;7.15;4.94;28.98
14/01/26 19.15;Catfish;7.07;4.6;28.92
14/01/26 19.30;Catfish;7.12;4.65;28.8
14/01/26 19.45;Catfish;7.15;4.66;28.95
14/01/26 20.00;Catfish;7.29;4.56;28.83
14/01/26 20.15;Catfish;7.22;4.08;28.76
14/01/26 20.30;Catfish;7.14;4.61;28.85
14/01/26 20.45;Catfish;7.17;4.51;28.71
14/01/26 21.00;Catfish;6.92;4.62;28.74
14/01/26 21.15;Catfish;7.15;4.19;28.6
14/01/26 21.30;Catfish;6.94;4.39;28.85
14/01/26 21.45;Catfish;7.15;4.53;28.53
14/01/26 22.00;Catfish;7.13;4.58;28.72
14/01/26 22.15;Catfish;7.08;4.65;28.77
14/01/26 22.30;Catfish;7.02;4.53;28.6
14/01/26 22.45;Catfish;6.98;4.3;28.78
14/01/26 23.00;Catfish;7.13;4.32;28.58
14/01/26 23.15;Catfish;6.99;4.24;28.58
14/01/26 23.30;Catfish;6.98;4.18;28.73
14/01/26 23.45;Catfish;7.04;4.25;28.73
15/01/26 00.00;Gourami;7.45;4.37;26.77
15/01/26 00.15;Gourami;7.69;3.61;27.36
15/01/26 00.30;Gourami;7.53;3.72;27.69
15/01/26 00.45;Gourami;7.54;3.71;27.42
15/01/26 01.00;Gourami;7.55;3.53;27.57
15/01/26 01.15;Gourami;7.81;3.61;27.55
15/01/26 01.30;Gourami;7.46;3.75;27.36
15/01/26 01.45;Gourami;7.43;3.93;27.48
15/01/26 02.00;Gourami;7.54;4.28;27.71
15/01/26 02.15;Gourami;7.37;4.47;27.85
15/01/26 02.30;Gourami;7.49;3.8;27.96
15/01/26 02.45;Gourami;7.59;4.22;27.96
15/01/26 03.00;Gourami;7.48;4.03;27.72
15/01/26 03.15;Gourami;7.35;4.08;27.98
15/01/26 03.30;Gourami;7.65;4.06;28.13
15/01/26 03.45;Gourami;7.63;3.97;28.07
15/01/26 04.00;Gourami;7.69;3.48;28.31
15/01/26 04.15;Gourami;7.64;4.26;28.67
15/01/26 04.30;Gourami;7.69;4.43;28.33
15/01/26 04.45;Gourami;7.5;4.71;28.63
15/01/26 05.00;Gourami;7.44;4.2;28.41
15/01/26 05.15;Gourami;7.41;4.3;28.35
15/01/26 05.30;Gourami;7.55;4.71;28.92
15/01/26 05.45;Gourami;7.51;4.59;28.97
15/01/26 06.00;Gourami;7.66;4.49;29.52
15/01/26 06.15;Gourami;7.54;4.56;29.59
15/01/26 06.30;Gourami;7.78;5.09;29.24
15/01/26 06.45;Gourami;7.48;4.52;29.13
15/01/26 07.00;Gourami;7.63;4.9;29.38
15/01/26 07.15;Gourami;7.58;4.94;29.48
15/01/26 07.30;Gourami;7.5;5.46;29.56
15/01/26 07.45;Gourami;7.55;4.93;29.6
15/01/26 08.00;Gourami;7.76;5.21;30.09
15/01/26 08.15;Gourami;7.79;5.86;30.39
15/01/26 08.30;Gourami;7.52;5.78;29.79
15/01/26 08.45;Gourami;7.81;5.44;29.89
15/01/26 09.00;Gourami;7.5;5.65;30.21
15/01/26 09.15;Gourami;7.54;5.56;30.32
15/01/26 09.30;Gourami;7.81;6.04;30.2
15/01/26 09.45;Gourami;7.67;5.72;29.91
15/01/26 10.00;Gourami;7.54;5.76;30.56
15/01/26 10.15;Gourami;7.63;5.67;29.94
15/01/26 10.30;Gourami;7.62;5.99;29.79
15/01/26 10.45;Gourami;7.75;6.09;29.85
15/01/26 11.00;Gourami;7.84;6.08;30.43
15/01/26 11.15;Gourami;7.89;5.78;29.93
15/01/26 11.30;Gourami;7.81;5.96;30.42
15/01/26 11.45;Gourami;7.8;5.94;30.41
15/01/26 12.00;Gourami;7.63;6.14;30.06
15/01/26 12.15;Gourami;7.81;6.49;30.22
15/01/26 12.30;Gourami;7.65;5.72;30.36
15/01/26 12.45;Gourami;7.8;6.13;30.62
15/01/26 13.00;Gourami;7.81;5.57;29.96
15/01/26 13.15;Gourami;7.49;5.61;29.63
15/01/26 13.30;Gourami;7.8;5.74;29.94
15/01/26 13.45;Gourami;7.8;6.31;30.01
15/01/26 14.00;Gourami;7.79;5.94;29.75
15/01/26 14.15;Gourami;7.85;6.6;29.7
15/01/26 14.30;Gourami;7.68;5.62;28.93
15/01/26 14.45;Gourami;7.4;4.36;28.52
15/01/26 15.00;Gourami;7.6;6.83;29.28
15/01/26 15.15;Gourami;7.68;5.57;29.16
15/01/26 15.30;Gourami;7.77;5.69;29.12
15/01/26 15.45;Gourami;7.73;5.92;28.98
15/01/26 16.00;Gourami;7.53;5.38;28.62
15/01/26 16.15;Gourami;7.46;5.78;28.85
15/01/26 16.30;Gourami;7.62;5.58;28.85
15/01/26 16.45;Gourami;7.75;5.63;29.11
15/01/26 17.00;Gourami;7.8;5.52;27.98
15/01/26 17.15;Gourami;7.58;4.02;27.93
15/01/26 17.30;Gourami;7.68;5.24;28.42
15/01/26 17.45;Gourami;7.82;4.97;28.34
15/01/26 18.00;Gourami;7.3;4.44;27
15/01/26 18.15;Gourami;7.49;5.24;28.25
15/01/26 18.30;Gourami;7.62;5.41;27.94
15/01/26 18.45;Gourami;7.68;4.63;27.83
15/01/26 19.00;Gourami;7.54;5;27.98
15/01/26 19.15;Gourami;7.55;4.86;27.88
15/01/26 19.30;Gourami;7.69;4.52;27.67
15/01/26 19.45;Gourami;7.71;5.15;27.25
15/01/26 20.00;Gourami;7.54;4.87;27
15/01/26 20.15;Gourami;7.6;5.09;27.52
15/01/26 20.30;Gourami;7.5;4.48;27.65
15/01/26 20.45;Gourami;7.56;4.39;27.18
15/01/26 21.00;Gourami;7.48;4.59;27.14
15/01/26 21.15;Gourami;7.61;4.59;26.93
15/01/26 21.30;Gourami;7.73;4.17;27.47
15/01/26 21.45;Gourami;7.59;4.29;26.89
15/01/26 22.00;Gourami;7.35;4.17;27.46
15/01/26 22.15;Gourami;7.25;4.47;26.87
15/01/26 22.30;Gourami;7.54;3.8;26.69
15/01/26 22.45;Gourami;7.34;4.21;27.25
15/01/26 23.00;Gourami;7.44;4.47;26.97
15/01/26 23.15;Gourami;7.35;3.69;27.01
15/01/26 23.30;Gourami;7.51;3.97;26.78
15/01/26 23.45;Gourami;7.49;3.88;27.05
16/01/26 00.00;Gourami;7.42;3.76;27.03
16/01/26 00.15;Gourami;7.63;3.57;27.13
16/01/26 00.30;Gourami;7.47;4.05;27.57
16/01/26 00.45;Gourami;7.39;3.87;27.54
16/01/26 01.00;Gourami;7.42;3.95;27.58
16/01/26 01.15;Gourami;7.57;3.88;27.05
16/01/26 01.30;Gourami;7.62;3.68;27.45
16/01/26 01.45;Gourami;7.42;4.17;27.68
16/01/26 02.00;Gourami;7.29;3.94;28.26
16/01/26 02.15;Gourami;7.52;4.03;27.71
16/01/26 02.30;Gourami;7.53;4.09;27.67
16/01/26 02.45;Gourami;7.43;3.72;27.93
16/01/26 03.00;Gourami;7.65;3.96;27.63
16/01/26 03.15;Gourami;7.52;3.51;27.98
16/01/26 03.30;Gourami;7.45;3.84;27.64
16/01/26 03.45;Gourami;7.54;3.88;28.3
16/01/26 04.00;Gourami;7.65;3.68;27.95
16/01/26 04.15;Gourami;7.47;4.12;28.29
16/01/26 04.30;Gourami;7.35;3.33;27.84
16/01/26 04.45;Gourami;7.56;3.49;27.52
16/01/26 05.00;Gourami;7.25;3.97;27.97
16/01/26 05.15;Gourami;7.65;4.2;28.1
16/01/26 05.30;Gourami;7.46;4.32;28.64
16/01/26 05.45;Gourami;7.39;3.64;28.89
16/01/26 06.00;Gourami;7.54;4.59;28.46
16/01/26 06.15;Gourami;7.53;4.59;28.99
16/01/26 06.30;Gourami;7.61;4.61;28.72
16/01/26 06.45;Gourami;7.5;4.93;29.52
16/01/26 07.00;Gourami;7.56;4.82;29.37
16/01/26 07.15;Gourami;7.53;4.65;29.42
16/01/26 07.30;Gourami;7.5;5.25;29.31
16/01/26 07.45;Gourami;7.68;5.2;29.27
16/01/26 08.00;Gourami;7.58;5.44;29.56
16/01/26 08.15;Gourami;7.47;5.15;30.07
16/01/26 08.30;Gourami;7.67;5.16;29.6
16/01/26 08.45;Gourami;7.65;5.25;30.01
16/01/26 09.00;Gourami;7.59;5.67;29.73
16/01/26 09.15;Gourami;7.28;5.91;30
16/01/26 09.30;Gourami;7.52;5.89;30.17
16/01/26 09.45;Gourami;7.85;5.33;30.23
16/01/26 10.00;Gourami;7.84;5.59;30.28
16/01/26 10.15;Gourami;7.59;5.85;30.39
16/01/26 10.30;Gourami;7.81;5.92;30.39
16/01/26 10.45;Gourami;7.67;5.94;30.59
16/01/26 11.00;Gourami;7.69;5.77;30.52
16/01/26 11.15;Gourami;7.59;5.61;30.85
16/01/26 11.30;Gourami;7.79;5.62;30.08
16/01/26 11.45;Gourami;7.8;6.43;29.91
16/01/26 12.00;Gourami;7.5;6.11;29.88
16/01/26 12.15;Gourami;7.7;6.2;30.2
16/01/26 12.30;Gourami;7.73;6.24;30.12
16/01/26 12.45;Gourami;7.63;6.19;29.92
16/01/26 13.00;Gourami;7.79;6.39;30.47
16/01/26 13.15;Gourami;7.87;6.22;29.84
16/01/26 13.30;Gourami;7.73;6.22;29.73
16/01/26 13.45;Gourami;7.6;5.99;29.78
16/01/26 14.00;Gourami;7.94;5.79;29.45
16/01/26 14.15;Gourami;7.73;5.92;29.89
16/01/26 14.30;Gourami;7.71;6.33;29.78
16/01/26 14.45;Gourami;7.83;5.75;29.37
16/01/26 15.00;Gourami;7.72;5.73;29.62
16/01/26 15.15;Gourami;7.85;5.87;29.13
16/01/26 15.30;Gourami;7.76;6.12;29.5
16/01/26 15.45;Gourami;7.63;5.84;29.65
16/01/26 16.00;Gourami;7.68;5.94;29.38
16/01/26 16.15;Gourami;7.75;5.8;28.95
16/01/26 16.30;Gourami;7.92;5.6;28.5
16/01/26 16.45;Gourami;7.61;5.42;28.97
16/01/26 17.00;Gourami;7.69;5.95;28.98
16/01/26 17.15;Gourami;7.76;5.67;28.81
16/01/26 17.30;Gourami;7.75;5.15;28.75
16/01/26 17.45;Gourami;7.74;5.28;28.26
16/01/26 18.00;Gourami;7.42;5.13;28.14
16/01/26 18.15;Gourami;7.72;5.08;27.98
16/01/26 18.30;Gourami;7.79;4.98;28.18
16/01/26 18.45;Gourami;7.68;5.23;28.16
16/01/26 19.00;Gourami;7.73;4.74;27.47
16/01/26 19.15;Gourami;7.6;5.55;27.33
16/01/26 19.30;Gourami;7.46;4.73;27.85
16/01/26 19.45;Gourami;7.87;4.77;27.4
16/01/26 20.00;Gourami;7.68;4.62;27.3
16/01/26 20.15;Gourami;7.59;4.92;27.07
16/01/26 20.30;Gourami;7.62;4.11;27.65
16/01/26 20.45;Gourami;7.68;4.01;27.74
16/01/26 21.00;Gourami;7.68;4.73;27.28
16/01/26 21.15;Gourami;7.5;4.17;27.11
16/01/26 21.30;Gourami;7.63;4.06;27.3
16/01/26 21.45;Gourami;7.55;3.81;26.96
16/01/26 22.00;Gourami;7.59;4.31;26.89
16/01/26 22.15;Gourami;7.49;3.91;26.91
16/01/26 22.30;Gourami;7.66;4.1;26.63
16/01/26 22.45;Gourami;7.26;2.97;26.57
16/01/26 23.00;Gourami;7.46;3.51;26.97
16/01/26 23.15;Gourami;7.57;4.02;27.05
16/01/26 23.30;Gourami;7.5;3.73;26.94
16/01/26 23.45;Gourami;7.53;3.51;26.92
17/01/26 00.00;Gourami;7.34;3.03;26.38
17/01/26 00.15;Gourami;7.61;3.75;26.85
17/01/26 00.30;Gourami;7.33;2.9;25.9
17/01/26 00.45;Gourami;7.6;3.72;27.13
17/01/26 01.00;Gourami;7.33;3.44;26.85
17/01/26 01.15;Gourami;7.43;3.48;26.73
17/01/26 01.30;Gourami;7.37;3.4;27.48
17/01/26 01.45;Gourami;7.32;4.19;27.38
17/01/26 02.00;Gourami;7.45;3.51;27.52
17/01/26 02.15;Gourami;7.64;3.42;27.53
17/01/26 02.30;Gourami;7.63;3.66;27.36
17/01/26 02.45;Gourami;7.53;4.03;27.86
17/01/26 03.00;Gourami;7.31;3.36;27.23
17/01/26 03.15;Gourami;7.47;3.8;27.6
17/01/26 03.30;Gourami;7.39;2.82;26.98
17/01/26 03.45;Gourami;7.27;4.05;27.85
17/01/26 04.00;Gourami;7.52;3.93;28.33
17/01/26 04.15;Gourami;7.42;4.46;28.23
17/01/26 04.30;Gourami;7.39;4.1;28.48
17/01/26 04.45;Gourami;7.54;4.38;28.5
17/01/26 05.00;Gourami;7.41;4.18;28.58
17/01/26 05.15;Gourami;7.4;4.16;28.82
17/01/26 05.30;Gourami;7.5;4.68;29.27
17/01/26 05.45;Gourami;7.35;4.81;29.3
17/01/26 06.00;Gourami;7.49;4.56;29.41
17/01/26 06.15;Gourami;7.6;5.1;29.02
17/01/26 06.30;Gourami;7.73;4.92;29.14
17/01/26 06.45;Gourami;7.48;4.4;29.49
17/01/26 07.00;Gourami;7.72;4.95;29.61
17/01/26 07.15;Gourami;7.51;5;29.49
17/01/26 07.30;Gourami;7.64;4.92;29.34
17/01/26 07.45;Gourami;7.64;5.1;29.77
17/01/26 08.00;Gourami;7.56;5.11;29.84
17/01/26 08.15;Gourami;7.68;5.26;30.2
17/01/26 08.30;Gourami;7.48;5.44;29.65
17/01/26 08.45;Gourami;7.66;5.36;30.29
17/01/26 09.00;Gourami;7.59;5.79;30.26
17/01/26 09.15;Gourami;7.52;5.53;29.94
17/01/26 09.30;Gourami;7.8;5.46;29.99
17/01/26 09.45;Gourami;7.69;5.49;30.06
17/01/26 10.00;Gourami;7.69;6.12;30.19
17/01/26 10.15;Gourami;7.61;5.97;30.27
17/01/26 10.30;Gourami;7.6;5.8;30.49
17/01/26 10.45;Gourami;7.66;5.84;30.54
17/01/26 11.00;Gourami;7.74;5.56;30.67
17/01/26 11.15;Gourami;7.67;6.01;30.41
17/01/26 11.30;Gourami;7.67;6.15;30.17
17/01/26 11.45;Gourami;7.83;6.46;30.07
17/01/26 12.00;Gourami;7.75;5.42;30.13
17/01/26 12.15;Gourami;7.6;6.51;30.59
17/01/26 12.30;Gourami;7.8;6.48;30.23
17/01/26 12.45;Gourami;8.07;6.1;30.02
17/01/26 13.00;Gourami;7.76;6.11;29.75
17/01/26 13.15;Gourami;7.73;6.03;29.87
17/01/26 13.30;Gourami;7.54;6.03;29.68
17/01/26 13.45;Gourami;7.83;5.66;30.16
17/01/26 14.00;Gourami;7.59;5.92;29.73
17/01/26 14.15;Gourami;7.82;5.89;29.55
17/01/26 14.30;Gourami;7.87;5.72;29.9
17/01/26 14.45;Gourami;7.94;5.88;29.29
17/01/26 15.00;Gourami;7.63;6.06;29.57
17/01/26 15.15;Gourami;7.69;6.43;29.49
17/01/26 15.30;Gourami;7.66;5.92;29.66
17/01/26 15.45;Gourami;7.63;5.84;29.35
17/01/26 16.00;Gourami;8.04;6.1;28.66
17/01/26 16.15;Gourami;7.67;5.25;28.95
17/01/26 16.30;Gourami;7.83;5.64;28.98
17/01/26 16.45;Gourami;7.88;5.57;28.64
17/01/26 17.00;Gourami;7.56;5.4;28.85
17/01/26 17.15;Gourami;7.55;5.83;28.53
17/01/26 17.30;Gourami;7.72;5.38;27.93
17/01/26 17.45;Gourami;7.61;5.15;27.99
17/01/26 18.00;Gourami;7.86;5.45;28.19
17/01/26 18.15;Gourami;7.81;5.45;28.25
17/01/26 18.30;Gourami;7.54;4.8;28.27
17/01/26 18.45;Gourami;7.8;5.18;28.06
17/01/26 19.00;Gourami;7.71;5.14;28.06
17/01/26 19.15;Gourami;7.48;4.43;27.59
17/01/26 19.30;Gourami;7.52;4.53;27.34
17/01/26 19.45;Gourami;7.66;4.91;27.78
17/01/26 20.00;Gourami;7.62;4.22;27.55
17/01/26 20.15;Gourami;7.61;3.75;27.34
17/01/26 20.30;Gourami;7.61;4.84;27.7
17/01/26 20.45;Gourami;7.66;4.61;26.86
17/01/26 21.00;Gourami;7.57;4.36;27.62
17/01/26 21.15;Gourami;7.49;4.28;26.86
17/01/26 21.30;Gourami;7.57;4.09;27.14
17/01/26 21.45;Gourami;7.49;4.67;26.99
17/01/26 22.00;Gourami;7.58;4.34;27.33
17/01/26 22.15;Gourami;7.38;4.16;27.23
17/01/26 22.30;Gourami;7.55;4.12;27.12
17/01/26 22.45;Gourami;7.46;4.07;27.28
17/01/26 23.00;Gourami;7.61;3.95;27.08
17/01/26 23.15;Gourami;7.47;4.15;26.99
17/01/26 23.30;Gourami;7.44;3.88;27.04
17/01/26 23.45;Gourami;7.52;3.61;27.25
18/01/26 00.00;Gourami;7.56;3.83;27.02
18/01/26 00.15;Gourami;7.45;3.39;27.11
18/01/26 00.30;Gourami;7.4;3.83;27.48
18/01/26 00.45;Gourami;7.54;3.57;26.99
18/01/26 01.00;Gourami;7.44;3.68;26.79
18/01/26 01.15;Gourami;7.31;4.14;27.07
18/01/26 01.30;Gourami;7.48;3.73;27.24
18/01/26 01.45;Gourami;7.55;4.61;27.05
18/01/26 02.00;Gourami;7.35;3.94;27.4
18/01/26 02.15;Gourami;7.3;4.12;28.2
18/01/26 02.30;Gourami;7.62;4.26;27.53
18/01/26 02.45;Gourami;7.62;3.84;27.78
18/01/26 03.00;Gourami;7.52;3.82;27.95
18/01/26 03.15;Gourami;7.54;3.76;27.58
18/01/26 03.30;Gourami;7.63;3.83;28.34
18/01/26 03.45;Gourami;7.46;4.3;28.29
18/01/26 04.00;Gourami;7.61;4.04;27.95
18/01/26 04.15;Gourami;7.63;4.19;28.53
18/01/26 04.30;Gourami;7.58;4.01;28.37
18/01/26 04.45;Gourami;7.5;4.25;28.79
18/01/26 05.00;Gourami;7.59;4.58;28.21
18/01/26 05.15;Gourami;7.51;4.38;28.78
18/01/26 05.30;Gourami;7.59;4.01;28.1
18/01/26 05.45;Gourami;7.63;4.42;28.58
18/01/26 06.00;Gourami;7.58;4.66;29.06
18/01/26 06.15;Gourami;7.55;4.87;29.15
18/01/26 06.30;Gourami;7.64;5.07;29.05
18/01/26 06.45;Gourami;7.52;4.96;29.53
18/01/26 07.00;Gourami;7.53;4.71;29.54
18/01/26 07.15;Gourami;7.7;5.12;29.21
18/01/26 07.30;Gourami;7.69;4.21;28.8
18/01/26 07.45;Gourami;7.82;4.36;29.16
18/01/26 08.00;Gourami;7.52;4.51;29.31
18/01/26 08.15;Gourami;7.54;5.37;29.78
18/01/26 08.30;Gourami;7.65;5.17;29.36
18/01/26 08.45;Gourami;7.35;5.06;30.06
18/01/26 09.00;Gourami;7.53;5.57;29.57
18/01/26 09.15;Gourami;7.63;5.18;30.26
18/01/26 09.30;Gourami;7.56;5.37;30.28
18/01/26 09.45;Gourami;7.47;5.57;30.16
18/01/26 10.00;Gourami;7.56;5.84;29.92
18/01/26 10.15;Gourami;7.64;5.86;29.97
18/01/26 10.30;Gourami;7.72;5.61;30.18
18/01/26 10.45;Gourami;7.56;5.8;29.9
18/01/26 11.00;Gourami;7.84;6.12;30.05
18/01/26 11.15;Gourami;7.63;6.08;30.22
18/01/26 11.30;Gourami;7.54;6.56;30.16
18/01/26 11.45;Gourami;7.62;6.39;30.25
18/01/26 12.00;Gourami;7.61;5.84;30.66
18/01/26 12.15;Gourami;7.8;6.03;29.92
18/01/26 12.30;Gourami;7.77;5.68;30.65
18/01/26 12.45;Gourami;7.64;6.13;29.93
18/01/26 13.00;Gourami;7.71;5.99;30.01
18/01/26 13.15;Gourami;7.67;6.11;29.79
18/01/26 13.30;Gourami;7.72;5.87;29.9
18/01/26 13.45;Gourami;7.55;5.85;29.72
18/01/26 14.00;Gourami;7.58;6.08;29.5
18/01/26 14.15;Gourami;7.62;5.84;29.66
18/01/26 14.30;Gourami;7.54;4.79;29
18/01/26 14.45;Gourami;7.59;6.19;29.67
